contig	length	depth_mapped	gc	maxbin	metabat
k99_4040	4100	482	35	maxbin_2	metabat_2
k99_11261	4100	444	42	maxbin_2	metabat_2
k99_13913	4085	282	38	maxbin_2	metabat_2
k99_4111	4084	136	38	maxbin_2	metabat_2
k99_89016	4050	694	40	maxbin_2	metabat_2
k99_38923	4038	347	38	maxbin_2	metabat_2
k99_14959	4035	292	36	maxbin_2	metabat_2
k99_1246	4033	601	38	maxbin_2	metabat_2
k99_17064	4008	3153	50	maxbin_1	metabat_unbinned
k99_18564	4002	2866	48	maxbin_1	metabat_1
k99_54392	3998	192	35	maxbin_2	metabat_2
k99_59858	3994	263	38	maxbin_2	metabat_2
k99_2403	3991	203	45	maxbin_2	metabat_3
k99_17485	3986	3066	48	maxbin_1	metabat_1
k99_1718	3974	373	38	maxbin_2	metabat_2
k99_94243	3973	2982	51	maxbin_1	metabat_1
k99_15572	3973	3110	49	maxbin_1	metabat_1
k99_21924	3968	132	48	maxbin_2	metabat_3
k99_25579	3967	3223	48	maxbin_1	metabat_1
k99_126443	3961	2997	50	maxbin_1	metabat_1
k99_41698	3943	246	37	maxbin_2	metabat_2
k99_8728	3935	191	43	maxbin_2	metabat_3
k99_5348	3928	386	38	maxbin_2	metabat_2
k99_39502	3928	297	36	maxbin_2	metabat_2
k99_53184	3926	3341	43	maxbin_1	metabat_1
k99_48669	3926	259	38	maxbin_2	metabat_2
k99_57520	3925	287	44	maxbin_2	metabat_4
k99_22996	3920	6388	46	maxbin_1	metabat_1
k99_27955	3914	753	38	maxbin_2	metabat_2
k99_50058	3900	293	40	maxbin_2	metabat_4
k99_71299	3884	3851	47	maxbin_1	metabat_1
k99_34705	3881	837	38	maxbin_2	metabat_unbinned
k99_8496	3880	492	39	maxbin_2	metabat_unbinned
k99_107186	3880	3242	44	maxbin_1	metabat_1
k99_77394	3876	3121	50	maxbin_1	metabat_1
k99_1386	3875	173	50	maxbin_2	metabat_unbinned
k99_73917	3874	140	39	maxbin_2	metabat_2
k99_40304	3862	229	45	maxbin_2	metabat_3
k99_3385	3860	247	48	maxbin_2	metabat_unbinned
k99_119981	3858	137	35	maxbin_2	metabat_2
k99_52613	3849	188	35	maxbin_2	metabat_2
k99_34345	3849	159	44	maxbin_2	metabat_3
k99_92206	3847	13696	34	maxbin_1	metabat_unbinned
k99_54388	3833	3122	45	maxbin_1	metabat_1
k99_96934	3826	3087	48	maxbin_1	metabat_1
k99_20098	3819	2842	50	maxbin_1	metabat_unbinned
k99_26901	3808	350	43	maxbin_2	metabat_3
k99_23005	3798	2965	46	maxbin_1	metabat_1
k99_72844	3795	201	37	maxbin_2	metabat_2
k99_45360	3795	3247	46	maxbin_1	metabat_1
k99_22528	3789	4051	39	maxbin_2	metabat_2
k99_28260	3788	120	38	maxbin_2	metabat_2
k99_79512	3787	119	45	maxbin_2	metabat_3
k99_9112	3783	242	38	maxbin_2	metabat_4
k99_54180	3773	179	41	maxbin_2	metabat_3
k99_5404	3772	202	48	maxbin_2	metabat_3
k99_20730	3768	3846	37	maxbin_2	metabat_2
k99_15562	3767	172	38	maxbin_2	metabat_2
k99_36973	3762	167	40	maxbin_2	metabat_2
k99_52463	3755	174	36	maxbin_2	metabat_2
k99_96173	3747	2795	49	maxbin_1	metabat_1
k99_68164	3743	4106	48	maxbin_1	metabat_1
k99_8689	3736	253	46	maxbin_2	metabat_3
k99_43116	3729	269	45	maxbin_2	metabat_unbinned
k99_22005	3721	155	46	maxbin_2	metabat_3
k99_27115	3718	3084	49	maxbin_1	metabat_1
k99_39999	3705	3139	45	maxbin_1	metabat_1
k99_10259	3700	3448	47	maxbin_1	metabat_1
k99_116994	3697	131	38	maxbin_2	metabat_2
k99_8266	3692	203	49	maxbin_2	metabat_unbinned
k99_60531	3691	3060	49	maxbin_1	metabat_1
k99_55682	3687	6015	44	maxbin_1	metabat_1
k99_24078	3684	548	43	maxbin_2	metabat_unbinned
k99_118741	3684	3266	42	maxbin_1	metabat_1
k99_36238	3681	388	40	maxbin_2	metabat_4
k99_36264	3680	338	37	maxbin_2	metabat_2
k99_87645	3667	695	44	maxbin_2	metabat_unbinned
k99_236	3662	249	41	maxbin_2	metabat_4
k99_125798	3661	3101	45	maxbin_1	metabat_1
k99_31390	3649	377	37	maxbin_2	metabat_2
k99_99759	3635	125	44	maxbin_2	metabat_3
k99_9581	3631	426	37	maxbin_2	metabat_2
k99_4083	3629	247	45	maxbin_2	metabat_3
k99_54591	3622	542	39	maxbin_2	metabat_2
k99_9905	3620	119	36	maxbin_2	metabat_2
k99_79003	3619	263	40	maxbin_2	metabat_2
k99_52859	3612	288	37	maxbin_2	metabat_4
k99_36336	3610	386	41	maxbin_2	metabat_4
k99_23904	3610	270	39	maxbin_2	metabat_4
k99_120668	3607	3328	40	maxbin_1	metabat_1
k99_2409	3585	2930	48	maxbin_1	metabat_1
k99_47742	3582	182	47	maxbin_2	metabat_3
k99_7025	3579	219	41	maxbin_2	metabat_4
k99_60512	3568	2863	51	maxbin_1	metabat_unbinned
k99_39355	3566	196	38	maxbin_2	metabat_2
k99_90319	3559	3133	47	maxbin_1	metabat_1
k99_95556	3548	2905	46	maxbin_1	metabat_1
k99_15079	3545	328	43	maxbin_2	metabat_3
k99_1874	3538	406	40	maxbin_2	metabat_4
k99_65131	3535	2690	50	maxbin_1	metabat_1
k99_53584	3531	237	47	maxbin_2	metabat_3
k99_4291	3528	117	34	maxbin_2	metabat_2
k99_15467	3528	536	41	maxbin_2	metabat_4
k99_8986	3524	167	40	maxbin_2	metabat_unbinned
k99_67143	3524	2550	50	maxbin_1	metabat_1
k99_86916	3519	124	40	maxbin_2	metabat_2
k99_10039	3517	144	37	maxbin_2	metabat_2
k99_4028	3514	251	41	maxbin_2	metabat_4
k99_56365	3507	283	40	maxbin_2	metabat_4
k99_46730	3493	2956	45	maxbin_1	metabat_1
k99_123156	3492	2597	50	maxbin_1	metabat_1
k99_116031	3483	202	39	maxbin_2	metabat_2
k99_1419	3482	134	46	maxbin_2	metabat_3
k99_4438	3478	382	38	maxbin_2	metabat_unbinned
k99_18701	3478	185	46	maxbin_2	metabat_3
k99_96430	3473	2575	48	maxbin_1	metabat_unbinned
k99_49739	3473	528	40	maxbin_2	metabat_unbinned
k99_35393	3472	232	37	maxbin_2	metabat_2
k99_114459	3463	2715	50	maxbin_1	metabat_unbinned
k99_104042	3461	108	47	maxbin_2	metabat_3
k99_55045	3456	443	35	maxbin_2	metabat_2
k99_92447	3451	125	37	maxbin_2	metabat_2
k99_23368	3450	136	38	maxbin_2	metabat_2
k99_63205	3447	498	37	maxbin_2	metabat_2
k99_33984	3447	392	37	maxbin_2	metabat_2
k99_24886	3444	301	40	maxbin_2	metabat_4
k99_36753	3440	150	37	maxbin_2	metabat_2
k99_65472	3436	227	37	maxbin_2	metabat_4
k99_48250	3436	183	45	maxbin_2	metabat_3
k99_15531	3435	240	42	maxbin_2	metabat_4
k99_77565	3433	3145	50	maxbin_1	metabat_1
k99_44021	3433	273	37	maxbin_2	metabat_unbinned
k99_126375	3430	158	40	maxbin_2	metabat_3
k99_11655	3426	148	38	maxbin_2	metabat_2
k99_55208	3416	2681	47	maxbin_1	metabat_1
k99_1138	3416	502	41	maxbin_2	metabat_4
k99_21113	3410	221	41	maxbin_2	metabat_4
k99_2618	3409	384	39	maxbin_2	metabat_2
k99_32978	3407	174	45	maxbin_2	metabat_3
k99_46723	3402	108	36	maxbin_2	metabat_2
k99_112795	3402	194	36	maxbin_2	metabat_2
k99_9872	3389	96	48	maxbin_1	metabat_unbinned
k99_95010	3388	2972	48	maxbin_1	metabat_1
k99_80092	3383	2616	49	maxbin_1	metabat_1
k99_1603	3371	259	35	maxbin_2	metabat_4
k99_13697	3367	156	45	maxbin_2	metabat_3
k99_60011	3363	2850	47	maxbin_1	metabat_1
k99_21982	3360	254	43	maxbin_2	metabat_4
k99_69808	3351	299	39	maxbin_2	metabat_2
k99_5804	3350	252	40	maxbin_2	metabat_4
k99_19017	3346	2898	43	maxbin_1	metabat_1
k99_71724	3336	242	45	maxbin_2	metabat_3
k99_2526	3334	249	58	maxbin_2	metabat_unbinned
k99_11148	3332	2861	45	maxbin_1	metabat_1
k99_10109	3326	2553	51	maxbin_1	metabat_1
k99_7635	3322	111	39	maxbin_2	metabat_2
k99_31805	3315	320	38	maxbin_2	metabat_2
k99_49778	3313	164	37	maxbin_2	metabat_2
k99_113127	3294	108	39	maxbin_2	metabat_2
k99_8316	3282	202	36	maxbin_2	metabat_2
k99_7562	3281	240	37	maxbin_2	metabat_2
k99_596	3278	178	37	maxbin_2	metabat_2
k99_44410	3278	399	37	maxbin_2	metabat_2
k99_58224	3273	128	39	maxbin_2	metabat_2
k99_96828	3270	2421	50	maxbin_1	metabat_1
k99_44894	3261	153	40	maxbin_2	metabat_2
k99_55817	3256	167	40	maxbin_2	metabat_2
k99_13841	3254	167	37	maxbin_2	metabat_2
k99_41497	3250	174	38	maxbin_2	metabat_2
k99_55120	3243	275	46	maxbin_2	metabat_unbinned
k99_51554	3240	209	38	maxbin_2	metabat_2
k99_27866	3236	383	36	maxbin_2	metabat_2
k99_19476	3235	282	43	maxbin_2	metabat_4
k99_18640	3233	254	34	maxbin_2	metabat_2
k99_15774	3233	626	36	maxbin_2	metabat_2
k99_87565	3231	2474	50	maxbin_1	metabat_1
k99_3658	3231	318	34	maxbin_2	metabat_2
k99_61173	3230	158	45	maxbin_2	metabat_3
k99_3097	3230	459	35	maxbin_2	metabat_unbinned
k99_115407	3224	74	38	maxbin_2	metabat_2
k99_10310	3224	306	37	maxbin_2	metabat_2
k99_8377	3221	131	45	maxbin_2	metabat_3
k99_20453	3217	2833	48	maxbin_1	metabat_1
k99_13892	3217	248	39	maxbin_2	metabat_2
k99_24148	3210	143	35	maxbin_2	metabat_2
k99_20278	3200	128	46	maxbin_2	metabat_3
k99_115337	3200	80	38	maxbin_2	metabat_2
k99_39423	3197	105	38	maxbin_2	metabat_2
k99_90498	3192	157	39	maxbin_2	metabat_2
k99_123023	3188	92	44	maxbin_2	metabat_3
k99_16527	3175	587	36	maxbin_2	metabat_2
k99_51065	3174	153	41	maxbin_2	metabat_2
k99_43412	3171	169	47	maxbin_2	metabat_3
k99_26710	3170	137	40	maxbin_2	metabat_2
k99_7462	3165	2285	51	maxbin_1	metabat_unbinned
k99_65603	3155	330	35	maxbin_2	metabat_2
k99_4262	3155	276	40	maxbin_2	metabat_4
k99_46604	3152	292	37	maxbin_2	metabat_2
k99_13792	3151	217	37	maxbin_2	metabat_2
k99_9034	3144	9633	34	maxbin_2	metabat_2
k99_18508	3143	347	36	maxbin_2	metabat_2
k99_26820	3135	189	36	maxbin_2	metabat_2
k99_83429	3132	2609	47	maxbin_1	metabat_1
k99_73451	3131	145	37	maxbin_2	metabat_2
k99_17363	3129	598	37	maxbin_2	metabat_2
k99_93838	3128	2547	49	maxbin_1	metabat_1
k99_37565	3127	153	38	maxbin_2	metabat_2
k99_6713	3125	270	37	maxbin_2	metabat_2
k99_60600	3125	2662	45	maxbin_1	metabat_1
k99_1177	3125	188	45	maxbin_2	metabat_unbinned
k99_127578	3124	181	42	maxbin_2	metabat_3
k99_25022	3119	180	43	maxbin_2	metabat_3
k99_39128	3113	141	41	maxbin_2	metabat_2
k99_90320	3112	2418	48	maxbin_1	metabat_1
k99_2470	3111	403	37	maxbin_2	metabat_2
k99_15597	3110	181	36	maxbin_2	metabat_2
k99_48703	3109	654	35	maxbin_2	metabat_2
k99_10251	3104	238	45	maxbin_2	metabat_4
k99_59769	3102	290	51	maxbin_1	metabat_unbinned
k99_56594	3101	710	61	maxbin_noclass	metabat_unbinned
k99_24672	3099	339	36	maxbin_2	metabat_2
k99_106857	3098	126	55	maxbin_1	metabat_unbinned
k99_8228	3094	172	41	maxbin_2	metabat_4
k99_111860	3094	3268	41	maxbin_1	metabat_1
k99_107377	3088	2459	48	maxbin_1	metabat_1
k99_63391	3085	153	37	maxbin_2	metabat_2
k99_10261	3079	231	37	maxbin_2	metabat_2
k99_344	3071	540	36	maxbin_2	metabat_2
k99_45840	3065	517	38	maxbin_2	metabat_4
k99_125419	3065	118	38	maxbin_2	metabat_2
k99_79731	3058	381	39	maxbin_2	metabat_4
k99_1181	3055	276	39	maxbin_2	metabat_4
k99_23804	3051	194	44	maxbin_2	metabat_3
k99_15394	3051	186	38	maxbin_2	metabat_2
k99_15436	3048	148	38	maxbin_2	metabat_2
k99_48426	3047	216	37	maxbin_2	metabat_2
k99_38286	3045	2429	49	maxbin_1	metabat_1
k99_40997	3042	117	38	maxbin_2	metabat_2
k99_1010	3037	191	43	maxbin_2	metabat_3
k99_127391	3028	108	44	maxbin_2	metabat_3
k99_58945	3026	127	43	maxbin_2	metabat_3
k99_44266	3024	95	37	maxbin_2	metabat_2
k99_37430	3024	2253	47	maxbin_1	metabat_unbinned
k99_16489	3021	206	40	maxbin_2	metabat_4
k99_103545	3021	103	37	maxbin_2	metabat_2
k99_1702	3020	249	47	maxbin_2	metabat_unbinned
k99_222	3019	313	37	maxbin_2	metabat_2
k99_13356	3019	2191	50	maxbin_1	metabat_1
k99_85610	3017	3251	43	maxbin_1	metabat_1
k99_115975	3015	327	41	maxbin_2	metabat_4
k99_47474	3014	90	50	maxbin_1	metabat_unbinned
k99_111968	3014	169	51	maxbin_2	metabat_unbinned
k99_466	3011	2342	46	maxbin_1	metabat_1
k99_31267	3010	182	39	maxbin_2	metabat_2
k99_25313	3008	105	45	maxbin_2	metabat_3
k99_76861	3007	328	36	maxbin_2	metabat_2
k99_100765	3005	76	38	maxbin_2	metabat_unbinned
k99_34784	3003	644	41	maxbin_2	metabat_2
k99_60217	3000	174	40	maxbin_2	metabat_4
k99_36296	2993	2173	46	maxbin_1	metabat_1
k99_11096	2986	155	36	maxbin_2	metabat_2
k99_81379	2984	3264	48	maxbin_1	metabat_1
k99_124639	2978	121	37	maxbin_2	metabat_2
k99_30601	2972	2311	46	maxbin_1	metabat_1
k99_125458	2972	95	37	maxbin_2	metabat_2
k99_117424	2971	199	39	maxbin_2	metabat_4
k99_39921	2965	1035	59	maxbin_1	metabat_unbinned
k99_29197	2963	135	36	maxbin_2	metabat_2
k99_89362	2962	121	41	maxbin_2	metabat_2
k99_116048	2957	126	37	maxbin_2	metabat_2
k99_24374	2955	172	39	maxbin_2	metabat_2
k99_28178	2950	155	34	maxbin_2	metabat_2
k99_78014	2948	104	46	maxbin_2	metabat_unbinned
k99_655	2948	213	40	maxbin_2	metabat_2
k99_43727	2947	120	39	maxbin_2	metabat_2
k99_25622	2947	3162	52	maxbin_1	metabat_unbinned
k99_104124	2947	81	38	maxbin_2	metabat_2
k99_31671	2945	2377	50	maxbin_1	metabat_1
k99_16136	2937	235	39	maxbin_2	metabat_2
k99_11586	2934	342	47	maxbin_2	metabat_unbinned
k99_8237	2933	124	41	maxbin_2	metabat_2
k99_67591	2932	127	45	maxbin_2	metabat_3
k99_25069	2921	124	38	maxbin_2	metabat_2
k99_5632	2920	128	46	maxbin_2	metabat_3
k99_100180	2920	135	38	maxbin_2	metabat_2
k99_194	2917	5691	52	maxbin_1	metabat_unbinned
k99_126281	2916	2386	48	maxbin_1	metabat_1
k99_10557	2915	301	34	maxbin_2	metabat_2
k99_62730	2913	79	39	maxbin_2	metabat_2
k99_10202	2911	123	39	maxbin_2	metabat_2
k99_74942	2909	273	36	maxbin_2	metabat_2
k99_23388	2909	227	38	maxbin_2	metabat_4
k99_15036	2909	183	37	maxbin_2	metabat_2
k99_22282	2908	493	34	maxbin_2	metabat_2
k99_3331	2907	142	39	maxbin_2	metabat_2
k99_125320	2902	111	40	maxbin_2	metabat_2
k99_22106	2898	209	41	maxbin_2	metabat_4
k99_107764	2890	96	43	maxbin_2	metabat_3
k99_39569	2888	1912	51	maxbin_1	metabat_unbinned
k99_120968	2887	204	39	maxbin_2	metabat_unbinned
k99_81839	2885	321	37	maxbin_2	metabat_2
k99_56354	2884	2734	49	maxbin_1	metabat_unbinned
k99_13152	2880	171	41	maxbin_2	metabat_4
k99_66519	2879	235	35	maxbin_2	metabat_2
k99_10738	2874	153	34	maxbin_2	metabat_2
k99_6179	2871	86	39	maxbin_2	metabat_2
k99_60668	2869	2438	46	maxbin_1	metabat_unbinned
k99_14445	2868	276	39	maxbin_2	metabat_2
k99_21081	2867	229	37	maxbin_2	metabat_4
k99_88380	2864	152	34	maxbin_2	metabat_2
k99_52094	2863	209	37	maxbin_2	metabat_2
k99_95837	2849	169	37	maxbin_2	metabat_2
k99_40029	2843	93	47	maxbin_1	metabat_3
k99_31017	2840	5561	46	maxbin_1	metabat_unbinned
k99_77456	2834	146	39	maxbin_2	metabat_2
k99_99062	2831	175	36	maxbin_2	metabat_2
k99_16816	2830	2354	48	maxbin_1	metabat_1
k99_89597	2826	128	33	maxbin_2	metabat_2
k99_19562	2825	291	37	maxbin_2	metabat_2
k99_18266	2825	186	40	maxbin_2	metabat_2
k99_115610	2824	229	39	maxbin_2	metabat_2
k99_11423	2821	164	37	maxbin_2	metabat_2
k99_92727	2819	143	38	maxbin_2	metabat_2
k99_2354	2819	140	37	maxbin_2	metabat_2
k99_61021	2817	63	39	maxbin_2	metabat_2
k99_71503	2816	2345	50	maxbin_1	metabat_1
k99_47650	2815	100	39	maxbin_2	metabat_4
k99_21147	2815	211	39	maxbin_2	metabat_4
k99_13935	2809	110	35	maxbin_2	metabat_2
k99_14315	2804	356	36	maxbin_2	metabat_2
k99_100634	2802	133	36	maxbin_2	metabat_2
k99_80169	2799	119	35	maxbin_2	metabat_2
k99_90440	2797	332	35	maxbin_2	metabat_2
k99_16651	2797	162	45	maxbin_2	metabat_3
k99_89206	2796	2270	43	maxbin_1	metabat_1
k99_21432	2793	94	38	maxbin_2	metabat_2
k99_32977	2792	94	34	maxbin_2	metabat_2
k99_11882	2790	98	36	maxbin_2	metabat_2
k99_7427	2784	178	41	maxbin_2	metabat_4
k99_24980	2777	114	40	maxbin_2	metabat_2
k99_26038	2773	2069	49	maxbin_1	metabat_1
k99_53581	2769	519	38	maxbin_2	metabat_2
k99_68440	2764	420	40	maxbin_2	metabat_2
k99_11809	2763	146	39	maxbin_2	metabat_2
k99_101345	2762	207	38	maxbin_2	metabat_2
k99_109992	2755	97	45	maxbin_2	metabat_3
k99_60571	2754	323	43	maxbin_2	metabat_4
k99_126659	2753	415	36	maxbin_2	metabat_unbinned
k99_38454	2750	2199	48	maxbin_1	metabat_unbinned
k99_52131	2746	126	37	maxbin_2	metabat_2
k99_6187	2745	134	38	maxbin_2	metabat_unbinned
k99_57693	2743	140	38	maxbin_2	metabat_2
k99_51228	2742	116	38	maxbin_2	metabat_2
k99_109912	2740	101	44	maxbin_2	metabat_3
k99_20758	2739	191	38	maxbin_2	metabat_2
k99_21793	2738	151	38	maxbin_2	metabat_2
k99_12182	2735	790	40	maxbin_2	metabat_unbinned
k99_27006	2734	154	32	maxbin_2	metabat_2
k99_37755	2730	240	34	maxbin_2	metabat_2
k99_117911	2728	62	54	maxbin_1	metabat_unbinned
k99_20254	2725	148	36	maxbin_2	metabat_2
k99_124136	2721	2374	40	maxbin_1	metabat_1
k99_8275	2718	346	45	maxbin_2	metabat_unbinned
k99_16756	2711	2843	37	maxbin_2	metabat_unbinned
k99_79683	2704	218	37	maxbin_2	metabat_2
k99_6151	2701	172	37	maxbin_2	metabat_2
k99_15215	2701	108	42	maxbin_2	metabat_3
k99_49542	2698	1850	47	maxbin_1	metabat_1
k99_295	2694	119	37	maxbin_2	metabat_2
k99_46210	2691	111	38	maxbin_2	metabat_4
k99_92020	2685	136	39	maxbin_2	metabat_2
k99_52760	2685	105	40	maxbin_2	metabat_2
k99_19212	2683	238	37	maxbin_2	metabat_2
k99_61088	2681	267	37	maxbin_2	metabat_2
k99_40069	2676	103	40	maxbin_2	metabat_2
k99_20388	2676	132	37	maxbin_2	metabat_2
k99_3244	2674	128	35	maxbin_2	metabat_2
k99_31502	2673	100	38	maxbin_2	metabat_2
k99_94233	2668	117	39	maxbin_2	metabat_2
k99_126383	2663	92	36	maxbin_2	metabat_2
k99_105783	2661	195	38	maxbin_2	metabat_2
k99_10331	2660	128	37	maxbin_2	metabat_unbinned
k99_126949	2659	102	40	maxbin_2	metabat_2
k99_100605	2658	634	39	maxbin_2	metabat_2
k99_67203	2656	85	36	maxbin_2	metabat_2
k99_85460	2654	264	37	maxbin_2	metabat_2
k99_90	2653	2167	48	maxbin_1	metabat_unbinned
k99_67616	2650	82	38	maxbin_2	metabat_2
k99_27981	2649	237	36	maxbin_2	metabat_2
k99_125970	2648	2767	48	maxbin_1	metabat_1
k99_2190	2645	180	44	maxbin_2	metabat_3
k99_91271	2644	905	36	maxbin_2	metabat_2
k99_68237	2642	335	39	maxbin_2	metabat_2
k99_89647	2639	2129	48	maxbin_1	metabat_1
k99_24584	2638	2125	51	maxbin_1	metabat_unbinned
k99_36702	2637	159	40	maxbin_2	metabat_4
k99_117624	2632	105	46	maxbin_2	metabat_3
k99_56892	2629	71	47	maxbin_1	metabat_unbinned
k99_19788	2625	167	40	maxbin_2	metabat_4
k99_117977	2625	115	38	maxbin_2	metabat_2
k99_62038	2624	272	38	maxbin_2	metabat_2
k99_29971	2624	112	39	maxbin_2	metabat_2
k99_50429	2622	114	46	maxbin_2	metabat_3
k99_121940	2620	92	38	maxbin_2	metabat_2
k99_6986	2619	133	40	maxbin_2	metabat_2
k99_58756	2619	60	36	maxbin_2	metabat_2
k99_22687	2618	414	38	maxbin_2	metabat_2
k99_35110	2617	115	40	maxbin_2	metabat_2
k99_30124	2617	87	39	maxbin_2	metabat_2
k99_87082	2615	2008	50	maxbin_1	metabat_unbinned
k99_31227	2614	1365	37	maxbin_2	metabat_2
k99_12587	2614	259	39	maxbin_2	metabat_4
k99_12138	2608	192	39	maxbin_2	metabat_2
k99_59618	2607	2033	37	maxbin_2	metabat_unbinned
k99_105412	2607	86	41	maxbin_2	metabat_2
k99_20367	2600	314	37	maxbin_2	metabat_2
k99_42739	2599	2010	48	maxbin_1	metabat_unbinned
k99_33709	2597	2085	50	maxbin_1	metabat_1
k99_61404	2596	165	39	maxbin_2	metabat_2
k99_37619	2594	83	44	maxbin_2	metabat_3
k99_23955	2594	103	39	maxbin_2	metabat_2
k99_33572	2593	786	39	maxbin_2	metabat_2
k99_34902	2592	207	37	maxbin_2	metabat_2
k99_45448	2591	101	36	maxbin_2	metabat_2
k99_10049	2591	1170	38	maxbin_2	metabat_2
k99_105984	2590	2381	45	maxbin_1	metabat_unbinned
k99_9959	2587	78	37	maxbin_2	metabat_2
k99_37072	2584	200	36	maxbin_2	metabat_2
k99_25118	2583	206	39	maxbin_2	metabat_unbinned
k99_9481	2582	195	42	maxbin_2	metabat_4
k99_60553	2582	458	37	maxbin_2	metabat_2
k99_57836	2579	119	45	maxbin_2	metabat_unbinned
k99_119157	2572	113	38	maxbin_2	metabat_2
k99_71987	2571	142	35	maxbin_2	metabat_2
k99_21792	2569	79	39	maxbin_2	metabat_2
k99_19612	2568	124	42	maxbin_2	metabat_3
k99_82329	2566	193	39	maxbin_2	metabat_2
k99_72948	2564	2146	48	maxbin_1	metabat_unbinned
k99_8235	2563	70	35	maxbin_2	metabat_2
k99_42118	2560	2135	48	maxbin_1	metabat_1
k99_36448	2554	2679	45	maxbin_1	metabat_1
k99_3371	2552	2222	35	maxbin_2	metabat_2
k99_22059	2552	127	36	maxbin_2	metabat_2
k99_32731	2549	250	36	maxbin_2	metabat_2
k99_3901	2548	70	33	maxbin_2	metabat_2
k99_90709	2547	101	45	maxbin_2	metabat_3
k99_82634	2545	2291	43	maxbin_1	metabat_1
k99_35442	2545	1784	51	maxbin_1	metabat_1
k99_104443	2545	110	44	maxbin_2	metabat_3
k99_3610	2543	75	46	maxbin_1	metabat_unbinned
k99_24536	2542	84	41	maxbin_2	metabat_2
k99_7073	2538	194	42	maxbin_2	metabat_4
k99_72638	2535	1908	48	maxbin_1	metabat_1
k99_58258	2535	396	38	maxbin_2	metabat_4
k99_85767	2534	111	40	maxbin_2	metabat_2
k99_4047	2532	2115	49	maxbin_1	metabat_1
k99_35078	2532	74	40	maxbin_2	metabat_2
k99_3011	2530	217	41	maxbin_2	metabat_4
k99_41004	2529	420	36	maxbin_2	metabat_unbinned
k99_66815	2528	2115	50	maxbin_1	metabat_1
k99_87708	2525	66	48	maxbin_1	metabat_unbinned
k99_18078	2522	191	35	maxbin_2	metabat_2
k99_48134	2520	3771	49	maxbin_1	metabat_unbinned
k99_14473	2516	86	40	maxbin_2	metabat_2
k99_98603	2514	104	44	maxbin_2	metabat_3
k99_10795	2514	73	43	maxbin_2	metabat_unbinned
k99_106735	2514	646	36	maxbin_2	metabat_2
k99_119467	2509	127	42	maxbin_2	metabat_3
k99_94972	2507	328	35	maxbin_2	metabat_2
k99_45939	2507	3832	47	maxbin_1	metabat_1
k99_85814	2506	171	36	maxbin_2	metabat_2
k99_82258	2504	149	44	maxbin_2	metabat_3
k99_55518	2504	1915	48	maxbin_1	metabat_1
k99_41391	2504	79	43	maxbin_2	metabat_3
k99_51555	2503	507	36	maxbin_2	metabat_unbinned
k99_69941	2502	2241	47	maxbin_1	metabat_1
k99_4449	2502	220	37	maxbin_2	metabat_2
k99_13988	2501	2365	49	maxbin_1	metabat_1
k99_59962	2498	90	40	maxbin_2	metabat_unbinned
k99_49904	2496	412	43	maxbin_noclass	metabat_unbinned
k99_15921	2495	107	40	maxbin_2	metabat_unbinned
k99_1159	2495	102	40	maxbin_2	metabat_unbinned
k99_88332	2494	187	44	maxbin_2	metabat_unbinned
k99_52066	2493	2447	43	maxbin_1	metabat_unbinned
k99_41874	2492	120	46	maxbin_2	metabat_unbinned
k99_110439	2492	2318	39	maxbin_2	metabat_unbinned
k99_29984	2491	1881	49	maxbin_1	metabat_unbinned
k99_39322	2489	75	34	maxbin_2	metabat_unbinned
k99_29718	2488	349	41	maxbin_2	metabat_unbinned
k99_13767	2488	131	42	maxbin_2	metabat_unbinned
k99_73205	2487	119	34	maxbin_2	metabat_unbinned
k99_94798	2483	130	46	maxbin_2	metabat_unbinned
k99_53910	2481	1969	45	maxbin_1	metabat_unbinned
k99_2408	2480	1159	39	maxbin_2	metabat_unbinned
k99_47503	2479	240	40	maxbin_2	metabat_unbinned
k99_39480	2478	192	36	maxbin_2	metabat_unbinned
k99_100510	2477	86	37	maxbin_2	metabat_unbinned
k99_94221	2470	106	35	maxbin_2	metabat_unbinned
k99_4523	2469	126	37	maxbin_2	metabat_unbinned
k99_80596	2467	248	38	maxbin_2	metabat_unbinned
k99_56838	2467	110	36	maxbin_2	metabat_unbinned
k99_23532	2466	5672	49	maxbin_1	metabat_unbinned
k99_65345	2465	136	40	maxbin_2	metabat_unbinned
k99_105085	2462	314	37	maxbin_2	metabat_unbinned
k99_102351	2462	350	40	maxbin_2	metabat_unbinned
k99_71857	2461	149	39	maxbin_2	metabat_unbinned
k99_69401	2461	99	47	maxbin_1	metabat_unbinned
k99_43004	2461	117	43	maxbin_2	metabat_unbinned
k99_45056	2454	127	40	maxbin_2	metabat_unbinned
k99_92163	2452	108	37	maxbin_2	metabat_unbinned
k99_77342	2452	309	32	maxbin_2	metabat_unbinned
k99_5060	2452	444	35	maxbin_2	metabat_unbinned
k99_45201	2452	5970	49	maxbin_1	metabat_unbinned
k99_16380	2452	295	37	maxbin_2	metabat_unbinned
k99_61550	2451	125	42	maxbin_2	metabat_unbinned
k99_45324	2447	169	41	maxbin_2	metabat_unbinned
k99_16751	2444	208	36	maxbin_2	metabat_unbinned
k99_15642	2437	112	40	maxbin_2	metabat_unbinned
k99_69755	2435	1767	50	maxbin_1	metabat_unbinned
k99_99193	2434	67	36	maxbin_2	metabat_unbinned
